,index,wid,game,image,responses,remembered_outcome,category_1,category_2,category_3,category_4,outcome,outcome_mem_difference,item
1954,2164,wb14e228,4,Object_Sea_Solid_Large,"{""Q0"":""-2""}",-2.0,Object,Sea,Solid,Large,-2,0.0,Object_Sea_Solid_Large
1955,2165,wb14e228,4,Animal_Sea_Pattern_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Pattern,Small,1,0.0,Animal_Sea_Pattern_Small
1956,2166,wb14e228,5,Animal_Sea_Solid_Large,"{""Q0"":""-1""}",-1.0,Animal,Sea,Solid,Large,-1,0.0,Animal_Sea_Solid_Large
1957,2167,wb14e228,5,Object_Sea_Pattern_Large,"{""Q0"":""+1""}",1.0,Object,Sea,Pattern,Large,1,0.0,Object_Sea_Pattern_Large
1958,2168,wb14e228,5,Animal_Land_Solid_Large,"{""Q0"":""-2""}",-2.0,Animal,Land,Solid,Large,-2,0.0,Animal_Land_Solid_Large
1959,2169,wb14e228,5,Animal_Sea_Solid_Small,"{""Q0"":""+2""}",2.0,Animal,Sea,Solid,Small,2,0.0,Animal_Sea_Solid_Small
1960,2170,wb14e228,5,Object_Sea_Pattern_Small,"{""Q0"":""-1""}",-1.0,Object,Sea,Pattern,Small,-1,0.0,Object_Sea_Pattern_Small
1961,2171,wb14e228,5,Animal_Sea_Pattern_Large,"{""Q0"":""+2""}",2.0,Animal,Sea,Pattern,Large,2,0.0,Animal_Sea_Pattern_Large
1962,2172,wb14e228,6,Animal_Land_Solid_Small,"{""Q0"":""-2""}",-2.0,Animal,Land,Solid,Small,-2,0.0,Animal_Land_Solid_Small
1963,2173,wb14e228,6,Object_Land_Solid_Large,"{""Q0"":""-1""}",-1.0,Object,Land,Solid,Large,-1,0.0,Object_Land_Solid_Large
1964,2174,wb14e228,6,Animal_Land_Pattern_Large,"{""Q0"":""+2""}",2.0,Animal,Land,Pattern,Large,2,0.0,Animal_Land_Pattern_Large
1965,2175,wb14e228,6,Animal_Land_Pattern_Small,"{""Q0"":""-2""}",-2.0,Animal,Land,Pattern,Small,-2,0.0,Animal_Land_Pattern_Small
1966,2176,wb14e228,6,Animal_Sea_Pattern_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Pattern,Small,1,0.0,Animal_Sea_Pattern_Small
1967,2177,wb14e228,6,Animal_Sea_Solid_Small,"{""Q0"":""+2""}",2.0,Animal,Sea,Solid,Small,2,0.0,Animal_Sea_Solid_Small
1968,2178,wb14e228,7,Object_Land_Pattern_Small,"{""Q0"":""+1""}",1.0,Object,Land,Pattern,Small,1,0.0,Object_Land_Pattern_Small
1969,2179,wb14e228,7,Object_Land_Pattern_Large,"{""Q0"":""=2""}",,Object,Land,Pattern,Large,2,,Object_Land_Pattern_Large
1970,2180,wb14e228,7,Animal_Land_Pattern_Large,"{""Q0"":""+1""}",1.0,Animal,Land,Pattern,Large,1,0.0,Animal_Land_Pattern_Large
1971,2181,wb14e228,7,Object_Land_Solid_Small,"{""Q0"":""-2""}",-2.0,Object,Land,Solid,Small,-2,0.0,Object_Land_Solid_Small
1972,2182,wb14e228,7,Animal_Land_Solid_Small,"{""Q0"":""-2""}",-2.0,Animal,Land,Solid,Small,-2,0.0,Animal_Land_Solid_Small
1973,2183,wb14e228,7,Animal_Sea_Pattern_Small,"{""Q0"":""-1""}",-1.0,Animal,Sea,Pattern,Small,-1,0.0,Animal_Sea_Pattern_Small
1974,2184,wed2778e,1,Object_Sea_Solid_Small,"{""Q0"":""-1""}",-1.0,Object,Sea,Solid,Small,-2,-1.0,Object_Sea_Solid_Small
1975,2185,wed2778e,1,Animal_Sea_Solid_Large,"{""Q0"":""+2""}",2.0,Animal,Sea,Solid,Large,2,0.0,Animal_Sea_Solid_Large
1976,2186,wed2778e,1,Object_Sea_Pattern_Large,"{""Q0"":""+2""}",2.0,Object,Sea,Pattern,Large,2,0.0,Object_Sea_Pattern_Large
1977,2187,wed2778e,1,Animal_Land_Solid_Large,"{""Q0"":""-1""}",-1.0,Animal,Land,Solid,Large,-1,0.0,Animal_Land_Solid_Large
1978,2188,wed2778e,1,Animal_Sea_Pattern_Large,"{""Q0"":""+1""}",1.0,Animal,Sea,Pattern,Large,1,0.0,Animal_Sea_Pattern_Large
1979,2189,wed2778e,1,Object_Land_Solid_Large,"{""Q0"":""-1""}",-1.0,Object,Land,Solid,Large,-2,-1.0,Object_Land_Solid_Large
1980,2190,wed2778e,2,Object_Land_Solid_Large,"{""Q0"":""-1""}",-1.0,Object,Land,Solid,Large,-1,0.0,Object_Land_Solid_Large
1981,2191,wed2778e,2,Object_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Object,Sea,Solid,Small,1,0.0,Object_Sea_Solid_Small
1982,2192,wed2778e,2,Animal_Sea_Solid_Large,"{""Q0"":""+2""}",2.0,Animal,Sea,Solid,Large,2,0.0,Animal_Sea_Solid_Large
1983,2193,wed2778e,2,Object_Land_Pattern_Small,"{""Q0"":""-1""}",-1.0,Object,Land,Pattern,Small,-1,0.0,Object_Land_Pattern_Small
1984,2194,wed2778e,2,Object_Sea_Solid_Large,"{""Q0"":""+2""}",2.0,Object,Sea,Solid,Large,2,0.0,Object_Sea_Solid_Large
1985,2195,wed2778e,2,Animal_Sea_Solid_Small,"{""Q0"":""-2""}",-2.0,Animal,Sea,Solid,Small,-2,0.0,Animal_Sea_Solid_Small
1986,2196,wed2778e,3,Object_Sea_Solid_Large,"{""Q0"":""-2""}",-2.0,Object,Sea,Solid,Large,-2,0.0,Object_Sea_Solid_Large
1987,2197,wed2778e,3,Animal_Sea_Pattern_Small,"{""Q0"":""+2""}",2.0,Animal,Sea,Pattern,Small,2,0.0,Animal_Sea_Pattern_Small
1988,2198,wed2778e,3,Object_Sea_Pattern_Large,"{""Q0"":""+1""}",1.0,Object,Sea,Pattern,Large,1,0.0,Object_Sea_Pattern_Large
1989,2199,wed2778e,3,Object_Sea_Pattern_Small,"{""Q0"":""-2""}",-2.0,Object,Sea,Pattern,Small,-1,1.0,Object_Sea_Pattern_Small
1990,2200,wed2778e,3,Animal_Land_Solid_Small,"{""Q0"":""+1""}",1.0,Animal,Land,Solid,Small,1,0.0,Animal_Land_Solid_Small
1991,2201,wed2778e,3,Object_Sea_Solid_Small,"{""Q0"":""-2""}",-2.0,Object,Sea,Solid,Small,-2,0.0,Object_Sea_Solid_Small
1992,2202,wed2778e,4,Object_Land_Solid_Small,"{""Q0"":""+1""}",1.0,Object,Land,Solid,Small,1,0.0,Object_Land_Solid_Small
1993,2203,wed2778e,4,Object_Sea_Pattern_Small,"{""Q0"":""-1""}",-1.0,Object,Sea,Pattern,Small,-1,0.0,Object_Sea_Pattern_Small
1994,2204,wed2778e,4,Object_Land_Pattern_Small,"{""Q0"":""-2""}",-2.0,Object,Land,Pattern,Small,-2,0.0,Object_Land_Pattern_Small
1995,2205,wed2778e,4,Object_Sea_Solid_Small,"{""Q0"":""+2""}",2.0,Object,Sea,Solid,Small,2,0.0,Object_Sea_Solid_Small
1996,2206,wed2778e,4,Object_Land_Pattern_Large,"{""Q0"":""_2""}",,Object,Land,Pattern,Large,-1,,Object_Land_Pattern_Large
1997,2207,wed2778e,4,Animal_Sea_Pattern_Large,"{""Q0"":""+2""}",2.0,Animal,Sea,Pattern,Large,2,0.0,Animal_Sea_Pattern_Large
1998,2208,wed2778e,5,Object_Land_Pattern_Small,"{""Q0"":""-1""}",-1.0,Object,Land,Pattern,Small,-1,0.0,Object_Land_Pattern_Small
1999,2209,wed2778e,5,Animal_Sea_Pattern_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Pattern,Small,2,1.0,Animal_Sea_Pattern_Small
2000,2210,wed2778e,5,Animal_Land_Pattern_Small,"{""Q0"":""-2""}",-2.0,Animal,Land,Pattern,Small,-2,0.0,Animal_Land_Pattern_Small
2001,2211,wed2778e,5,Object_Land_Solid_Small,"{""Q0"":""-2""}",-2.0,Object,Land,Solid,Small,-2,0.0,Object_Land_Solid_Small
2002,2212,wed2778e,5,Animal_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Solid,Small,1,0.0,Animal_Sea_Solid_Small
2003,2213,wed2778e,5,Object_Land_Pattern_Large,"{""Q0"":""+2""}",2.0,Object,Land,Pattern,Large,2,0.0,Object_Land_Pattern_Large
2004,2214,wed2778e,6,Object_Sea_Solid_Large,"{""Q0"":""-2""}",-2.0,Object,Sea,Solid,Large,-2,0.0,Object_Sea_Solid_Large
2005,2215,wed2778e,6,Animal_Sea_Pattern_Large,"{""Q0"":""+1""}",1.0,Animal,Sea,Pattern,Large,1,0.0,Animal_Sea_Pattern_Large
2006,2216,wed2778e,6,Animal_Land_Pattern_Large,"{""Q0"":""-1""}",-1.0,Animal,Land,Pattern,Large,-1,0.0,Animal_Land_Pattern_Large
2007,2217,wed2778e,6,Animal_Sea_Pattern_Small,"{""Q0"":""+2""}",2.0,Animal,Sea,Pattern,Small,2,0.0,Animal_Sea_Pattern_Small
2008,2218,wed2778e,6,Animal_Land_Pattern_Small,"{""Q0"":""-1""}",-1.0,Animal,Land,Pattern,Small,-1,0.0,Animal_Land_Pattern_Small
2009,2219,wed2778e,6,Animal_Land_Solid_Large,"{""Q0"":""+2""}",2.0,Animal,Land,Solid,Large,1,-1.0,Animal_Land_Solid_Large
2010,2220,wed2778e,7,Object_Land_Solid_Small,"{""Q0"":""-1""}",-1.0,Object,Land,Solid,Small,-1,0.0,Object_Land_Solid_Small
2011,2221,wed2778e,7,Animal_Land_Pattern_Small,"{""Q0"":""+2""}",2.0,Animal,Land,Pattern,Small,2,0.0,Animal_Land_Pattern_Small
2012,2222,wed2778e,7,Animal_Land_Solid_Small,"{""Q0"":""-2""}",-2.0,Animal,Land,Solid,Small,-2,0.0,Animal_Land_Solid_Small
2013,2223,wed2778e,7,Object_Sea_Pattern_Small,"{""Q0"":""+2""}",2.0,Object,Sea,Pattern,Small,2,0.0,Object_Sea_Pattern_Small
2014,2224,wed2778e,7,Animal_Land_Pattern_Large,"{""Q0"":""-1""}",-1.0,Animal,Land,Pattern,Large,-1,0.0,Animal_Land_Pattern_Large
2015,2225,wed2778e,7,Object_Land_Pattern_Large,"{""Q0"":""+1""}",1.0,Object,Land,Pattern,Large,1,0.0,Object_Land_Pattern_Large
2016,2226,w0a27d42,1,Object_Land_Solid_Small,"{""Q0"":""+2""}",2.0,Object,Land,Solid,Small,2,0.0,Object_Land_Solid_Small
2017,2227,w0a27d42,1,Object_Sea_Solid_Large,"{""Q0"":""+2""}",2.0,Object,Sea,Solid,Large,2,0.0,Object_Sea_Solid_Large
2018,2228,w0a27d42,1,Animal_Sea_Solid_Large,"{""Q0"":""-2""}",-2.0,Animal,Sea,Solid,Large,2,4.0,Animal_Sea_Solid_Large
2019,2229,w0a27d42,1,Object_Sea_Pattern_Large,"{""Q0"":""-2""}",-2.0,Object,Sea,Pattern,Large,-2,0.0,Object_Sea_Pattern_Large
2020,2230,w0a27d42,1,Animal_Land_Solid_Large,"{""Q0"":""-1""}",-1.0,Animal,Land,Solid,Large,-1,0.0,Animal_Land_Solid_Large
2021,2231,w0a27d42,1,Animal_Sea_Pattern_Large,"{""Q0"":""-1""}",-1.0,Animal,Sea,Pattern,Large,-2,-1.0,Animal_Sea_Pattern_Large
2022,2232,w0a27d42,2,Object_Land_Solid_Small,"{""Q0"":""+2""}",2.0,Object,Land,Solid,Small,1,-1.0,Object_Land_Solid_Small
2023,2233,w0a27d42,2,Animal_Land_Solid_Small,"{""Q0"":""-1""}",-1.0,Animal,Land,Solid,Small,-1,0.0,Animal_Land_Solid_Small
2024,2234,w0a27d42,2,Object_Land_Pattern_Small,"{""Q0"":""+1""}",1.0,Object,Land,Pattern,Small,-1,-2.0,Object_Land_Pattern_Small
2025,2235,w0a27d42,2,Animal_Land_Pattern_Large,"{""Q0"":""-1""}",-1.0,Animal,Land,Pattern,Large,-2,-1.0,Animal_Land_Pattern_Large
2026,2236,w0a27d42,2,Object_Land_Pattern_Large,"{""Q0"":""+2""}",2.0,Object,Land,Pattern,Large,2,0.0,Object_Land_Pattern_Large
2027,2237,w0a27d42,2,Object_Sea_Pattern_Large,"{""Q0"":""+2""}",2.0,Object,Sea,Pattern,Large,2,0.0,Object_Sea_Pattern_Large
2028,2238,w0a27d42,3,Object_Sea_Solid_Small,"{""Q0"":""-2""}",-2.0,Object,Sea,Solid,Small,2,4.0,Object_Sea_Solid_Small
2029,2239,w0a27d42,3,Object_Land_Pattern_Small,"{""Q0"":""+1""}",1.0,Object,Land,Pattern,Small,-2,-3.0,Object_Land_Pattern_Small
2030,2240,w0a27d42,3,Object_Sea_Pattern_Large,"{""Q0"":""-1""}",-1.0,Object,Sea,Pattern,Large,1,2.0,Object_Sea_Pattern_Large
2031,2241,w0a27d42,3,Animal_Land_Pattern_Small,"{""Q0"":""+1""}",1.0,Animal,Land,Pattern,Small,-1,-2.0,Animal_Land_Pattern_Small
2032,2242,w0a27d42,3,Object_Sea_Pattern_Small,"{""Q0"":""+1""}",1.0,Object,Sea,Pattern,Small,2,1.0,Object_Sea_Pattern_Small
2033,2243,w0a27d42,3,Object_Land_Solid_Large,"{""Q0"":""-2""}",-2.0,Object,Land,Solid,Large,-1,1.0,Object_Land_Solid_Large
2034,2244,w0a27d42,4,Animal_Land_Pattern_Large,"{""Q0"":""+1""}",1.0,Animal,Land,Pattern,Large,1,0.0,Animal_Land_Pattern_Large
2035,2245,w0a27d42,4,Animal_Sea_Solid_Large,"{""Q0"":""+1""}",1.0,Animal,Sea,Solid,Large,1,0.0,Animal_Sea_Solid_Large
2036,2246,w0a27d42,4,Object_Sea_Solid_Small,"{""Q0"":""-2""}",-2.0,Object,Sea,Solid,Small,-1,1.0,Object_Sea_Solid_Small
2037,2247,w0a27d42,4,Animal_Sea_Pattern_Large,"{""Q0"":""-2""}",-2.0,Animal,Sea,Pattern,Large,-2,0.0,Animal_Sea_Pattern_Large
2038,2248,w0a27d42,4,Object_Sea_Solid_Large,"{""Q0"":""+2""}",2.0,Object,Sea,Solid,Large,-2,-4.0,Object_Sea_Solid_Large
2039,2249,w0a27d42,4,Animal_Sea_Pattern_Small,"{""Q0"":""+2""}",2.0,Animal,Sea,Pattern,Small,2,0.0,Animal_Sea_Pattern_Small
2040,2250,w0a27d42,5,Animal_Sea_Solid_Large,"{""Q0"":""+1""}",1.0,Animal,Sea,Solid,Large,-1,-2.0,Animal_Sea_Solid_Large
2041,2251,w0a27d42,5,Object_Sea_Pattern_Large,"{""Q0"":""+1""}",1.0,Object,Sea,Pattern,Large,2,1.0,Object_Sea_Pattern_Large
2042,2252,w0a27d42,5,Animal_Land_Solid_Large,"{""Q0"":""+2""}",2.0,Animal,Land,Solid,Large,-1,-3.0,Animal_Land_Solid_Large
2043,2253,w0a27d42,5,Animal_Sea_Solid_Small,"{""Q0"":""+2""}",2.0,Animal,Sea,Solid,Small,-1,-3.0,Animal_Sea_Solid_Small
2044,2254,w0a27d42,5,Object_Sea_Pattern_Small,"{""Q0"":""+1""}",1.0,Object,Sea,Pattern,Small,2,1.0,Object_Sea_Pattern_Small
2045,2255,w0a27d42,5,Animal_Sea_Pattern_Large,"{""Q0"":""-2""}",-2.0,Animal,Sea,Pattern,Large,1,3.0,Animal_Sea_Pattern_Large
2046,2256,w0a27d42,6,Animal_Land_Solid_Small,"{""Q0"":""-1""}",-1.0,Animal,Land,Solid,Small,1,2.0,Animal_Land_Solid_Small
2047,2257,w0a27d42,6,Object_Land_Solid_Large,"{""Q0"":""+1""}",1.0,Object,Land,Solid,Large,-1,-2.0,Object_Land_Solid_Large
2048,2258,w0a27d42,6,Animal_Land_Pattern_Large,"{""Q0"":""-1""}",-1.0,Animal,Land,Pattern,Large,-1,0.0,Animal_Land_Pattern_Large
2049,2259,w0a27d42,6,Animal_Land_Pattern_Small,"{""Q0"":""+2""}",2.0,Animal,Land,Pattern,Small,-2,-4.0,Animal_Land_Pattern_Small
2050,2260,w0a27d42,6,Animal_Sea_Pattern_Small,"{""Q0"":""-1""}",-1.0,Animal,Sea,Pattern,Small,1,2.0,Animal_Sea_Pattern_Small
2051,2261,w0a27d42,6,Animal_Sea_Solid_Small,"{""Q0"":""+2""}",2.0,Animal,Sea,Solid,Small,1,-1.0,Animal_Sea_Solid_Small
2052,2262,w0a27d42,7,Object_Land_Pattern_Small,"{""Q0"":""+1""}",1.0,Object,Land,Pattern,Small,-2,-3.0,Object_Land_Pattern_Small
2053,2263,w0a27d42,7,Object_Land_Pattern_Large,"{""Q0"":""-2""}",-2.0,Object,Land,Pattern,Large,1,3.0,Object_Land_Pattern_Large
2054,2264,w0a27d42,7,Animal_Land_Pattern_Large,"{""Q0"":""-1""}",-1.0,Animal,Land,Pattern,Large,-2,-1.0,Animal_Land_Pattern_Large
2055,2265,w0a27d42,7,Object_Land_Solid_Small,"{""Q0"":""+1""}",1.0,Object,Land,Solid,Small,-2,-3.0,Object_Land_Solid_Small
2056,2266,w0a27d42,7,Animal_Land_Solid_Small,"{""Q0"":""-2""}",-2.0,Animal,Land,Solid,Small,1,3.0,Animal_Land_Solid_Small
2057,2267,w0a27d42,7,Animal_Sea_Pattern_Small,"{""Q0"":""-2""}",-2.0,Animal,Sea,Pattern,Small,1,3.0,Animal_Sea_Pattern_Small
2058,2268,wa90a378,1,Object_Land_Solid_Small,"{""Q0"":""+1""}",1.0,Object,Land,Solid,Small,1,0.0,Object_Land_Solid_Small
2059,2269,wa90a378,1,Object_Sea_Solid_Large,"{""Q0"":""+2""}",2.0,Object,Sea,Solid,Large,2,0.0,Object_Sea_Solid_Large
2060,2270,wa90a378,1,Animal_Sea_Solid_Large,"{""Q0"":""-2""}",-2.0,Animal,Sea,Solid,Large,-2,0.0,Animal_Sea_Solid_Large
2061,2271,wa90a378,1,Object_Sea_Pattern_Large,"{""Q0"":""+1""}",1.0,Object,Sea,Pattern,Large,-2,-3.0,Object_Sea_Pattern_Large
2062,2272,wa90a378,1,Animal_Land_Solid_Large,"{""Q0"":""+2""}",2.0,Animal,Land,Solid,Large,2,0.0,Animal_Land_Solid_Large
2063,2273,wa90a378,1,Animal_Sea_Pattern_Large,"{""Q0"":""-2""}",-2.0,Animal,Sea,Pattern,Large,-1,1.0,Animal_Sea_Pattern_Large
2064,2274,wa90a378,2,Object_Land_Solid_Small,"{""Q0"":""-2""}",-2.0,Object,Land,Solid,Small,-2,0.0,Object_Land_Solid_Small
2065,2275,wa90a378,2,Animal_Land_Solid_Small,"{""Q0"":""-2""}",-2.0,Animal,Land,Solid,Small,-2,0.0,Animal_Land_Solid_Small
2066,2276,wa90a378,2,Object_Land_Pattern_Small,"{""Q0"":""+2""}",2.0,Object,Land,Pattern,Small,2,0.0,Object_Land_Pattern_Small
2067,2277,wa90a378,2,Animal_Land_Pattern_Large,"{""Q0"":""-2""}",-2.0,Animal,Land,Pattern,Large,-2,0.0,Animal_Land_Pattern_Large
2068,2278,wa90a378,2,Object_Land_Pattern_Large,"{""Q0"":""+2""}",2.0,Object,Land,Pattern,Large,2,0.0,Object_Land_Pattern_Large
2069,2279,wa90a378,2,Object_Sea_Pattern_Large,"{""Q0"":""+2""}",2.0,Object,Sea,Pattern,Large,2,0.0,Object_Sea_Pattern_Large
2070,2280,wa90a378,3,Object_Sea_Solid_Small,"{""Q0"":""-1""}",-1.0,Object,Sea,Solid,Small,-1,0.0,Object_Sea_Solid_Small
2071,2281,wa90a378,3,Object_Land_Pattern_Small,"{""Q0"":""+2""}",2.0,Object,Land,Pattern,Small,2,0.0,Object_Land_Pattern_Small
2072,2282,wa90a378,3,Object_Sea_Pattern_Large,"{""Q0"":""+2""}",2.0,Object,Sea,Pattern,Large,-2,-4.0,Object_Sea_Pattern_Large
2073,2283,wa90a378,3,Animal_Land_Pattern_Small,"{""Q0"":""+2""}",2.0,Animal,Land,Pattern,Small,2,0.0,Animal_Land_Pattern_Small
2074,2284,wa90a378,3,Object_Sea_Pattern_Small,"{""Q0"":""-2""}",-2.0,Object,Sea,Pattern,Small,-2,0.0,Object_Sea_Pattern_Small
2075,2285,wa90a378,3,Object_Land_Solid_Large,"{""Q0"":""-2""}",-2.0,Object,Land,Solid,Large,2,4.0,Object_Land_Solid_Large
2076,2286,wa90a378,4,Animal_Land_Pattern_Large,"{""Q0"":""-1""}",-1.0,Animal,Land,Pattern,Large,-1,0.0,Animal_Land_Pattern_Large
2077,2287,wa90a378,4,Animal_Sea_Solid_Large,"{""Q0"":""+2""}",2.0,Animal,Sea,Solid,Large,2,0.0,Animal_Sea_Solid_Large
2078,2288,wa90a378,4,Object_Sea_Solid_Small,"{""Q0"":""+2""}",2.0,Object,Sea,Solid,Small,2,0.0,Object_Sea_Solid_Small
2079,2289,wa90a378,4,Animal_Sea_Pattern_Large,"{""Q0"":""-2""}",-2.0,Animal,Sea,Pattern,Large,-2,0.0,Animal_Sea_Pattern_Large
2080,2290,wa90a378,4,Object_Sea_Solid_Large,"{""Q0"":""-1""}",-1.0,Object,Sea,Solid,Large,-1,0.0,Object_Sea_Solid_Large
2081,2291,wa90a378,4,Animal_Sea_Pattern_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Pattern,Small,1,0.0,Animal_Sea_Pattern_Small
2082,2292,wa90a378,5,Animal_Sea_Solid_Large,"{""Q0"":""+2""}",2.0,Animal,Sea,Solid,Large,2,0.0,Animal_Sea_Solid_Large
2083,2293,wa90a378,5,Object_Sea_Pattern_Large,"{""Q0"":""+2""}",2.0,Object,Sea,Pattern,Large,2,0.0,Object_Sea_Pattern_Large
2084,2294,wa90a378,5,Animal_Land_Solid_Large,"{""Q0"":""-2""}",-2.0,Animal,Land,Solid,Large,-2,0.0,Animal_Land_Solid_Large
2085,2295,wa90a378,5,Animal_Sea_Solid_Small,"{""Q0"":""-1""}",-1.0,Animal,Sea,Solid,Small,-1,0.0,Animal_Sea_Solid_Small
2086,2296,wa90a378,5,Object_Sea_Pattern_Small,"{""Q0"":""-1""}",-1.0,Object,Sea,Pattern,Small,-1,0.0,Object_Sea_Pattern_Small
2087,2297,wa90a378,5,Animal_Sea_Pattern_Large,"{""Q0"":""+2""}",2.0,Animal,Sea,Pattern,Large,2,0.0,Animal_Sea_Pattern_Large
2088,2298,wa90a378,6,Animal_Land_Solid_Small,"{""Q0"":""-1""}",-1.0,Animal,Land,Solid,Small,-1,0.0,Animal_Land_Solid_Small
2089,2299,wa90a378,6,Object_Land_Solid_Large,"{""Q0"":""-1""}",-1.0,Object,Land,Solid,Large,-1,0.0,Object_Land_Solid_Large
2090,2300,wa90a378,6,Animal_Land_Pattern_Large,"{""Q0"":""+2""}",2.0,Animal,Land,Pattern,Large,2,0.0,Animal_Land_Pattern_Large
2091,2301,wa90a378,6,Animal_Land_Pattern_Small,"{""Q0"":""-2""}",-2.0,Animal,Land,Pattern,Small,-2,0.0,Animal_Land_Pattern_Small
2092,2302,wa90a378,6,Animal_Sea_Pattern_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Pattern,Small,1,0.0,Animal_Sea_Pattern_Small
2093,2303,wa90a378,6,Animal_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Solid,Small,1,0.0,Animal_Sea_Solid_Small
2094,2304,wa90a378,7,Object_Land_Pattern_Small,"{""Q0"":""+2""}",2.0,Object,Land,Pattern,Small,-2,-4.0,Object_Land_Pattern_Small
2095,2305,wa90a378,7,Object_Land_Pattern_Large,"{""Q0"":""-2""}",-2.0,Object,Land,Pattern,Large,-2,0.0,Object_Land_Pattern_Large
2096,2306,wa90a378,7,Animal_Land_Pattern_Large,"{""Q0"":""+2""}",2.0,Animal,Land,Pattern,Large,1,-1.0,Animal_Land_Pattern_Large
2097,2307,wa90a378,7,Object_Land_Solid_Small,"{""Q0"":""-1""}",-1.0,Object,Land,Solid,Small,1,2.0,Object_Land_Solid_Small
2098,2308,wa90a378,7,Animal_Land_Solid_Small,"{""Q0"":""-1""}",-1.0,Animal,Land,Solid,Small,-1,0.0,Animal_Land_Solid_Small
2099,2309,wa90a378,7,Animal_Sea_Pattern_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Pattern,Small,2,1.0,Animal_Sea_Pattern_Small
2100,2310,wf8bf1c3,1,Object_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Object,Sea,Solid,Small,-2,-3.0,Object_Sea_Solid_Small
2101,2311,wf8bf1c3,1,Animal_Sea_Solid_Large,"{""Q0"":""+2""}",2.0,Animal,Sea,Solid,Large,2,0.0,Animal_Sea_Solid_Large
2102,2312,wf8bf1c3,1,Object_Sea_Pattern_Large,"{""Q0"":""+1""}",1.0,Object,Sea,Pattern,Large,-2,-3.0,Object_Sea_Pattern_Large
2103,2313,wf8bf1c3,1,Animal_Land_Solid_Large,"{""Q0"":""-2""}",-2.0,Animal,Land,Solid,Large,-2,0.0,Animal_Land_Solid_Large
2104,2314,wf8bf1c3,1,Animal_Sea_Pattern_Large,"{""Q0"":""+1""}",1.0,Animal,Sea,Pattern,Large,1,0.0,Animal_Sea_Pattern_Large
2105,2315,wf8bf1c3,1,Object_Land_Solid_Large,"{""Q0"":""+1""}",1.0,Object,Land,Solid,Large,1,0.0,Object_Land_Solid_Large
2106,2316,wf8bf1c3,2,Object_Land_Solid_Large,"{""Q0"":""+1""}",1.0,Object,Land,Solid,Large,1,0.0,Object_Land_Solid_Large
2107,2317,wf8bf1c3,2,Object_Sea_Solid_Small,"{""Q0"":""-1""}",-1.0,Object,Sea,Solid,Small,-1,0.0,Object_Sea_Solid_Small
2108,2318,wf8bf1c3,2,Animal_Sea_Solid_Large,"{""Q0"":""-1""}",-1.0,Animal,Sea,Solid,Large,-1,0.0,Animal_Sea_Solid_Large
2109,2319,wf8bf1c3,2,Object_Land_Pattern_Small,"{""Q0"":""+1""}",1.0,Object,Land,Pattern,Small,1,0.0,Object_Land_Pattern_Small
2110,2320,wf8bf1c3,2,Object_Sea_Solid_Large,"{""Q0"":""+1""}",1.0,Object,Sea,Solid,Large,1,0.0,Object_Sea_Solid_Large
2111,2321,wf8bf1c3,2,Animal_Sea_Solid_Small,"{""Q0"":""-1""}",-1.0,Animal,Sea,Solid,Small,-1,0.0,Animal_Sea_Solid_Small
2112,2322,wf8bf1c3,3,Object_Sea_Solid_Large,"{""Q0"":""-1""}",-1.0,Object,Sea,Solid,Large,1,2.0,Object_Sea_Solid_Large
2113,2323,wf8bf1c3,3,Animal_Sea_Pattern_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Pattern,Small,1,0.0,Animal_Sea_Pattern_Small
2114,2324,wf8bf1c3,3,Object_Sea_Pattern_Large,"{""Q0"":""-2""}",-2.0,Object,Sea,Pattern,Large,-2,0.0,Object_Sea_Pattern_Large
2115,2325,wf8bf1c3,3,Object_Sea_Pattern_Small,"{""Q0"":""-1""}",-1.0,Object,Sea,Pattern,Small,-1,0.0,Object_Sea_Pattern_Small
2116,2326,wf8bf1c3,3,Animal_Land_Solid_Small,"{""Q0"":""+2""}",2.0,Animal,Land,Solid,Small,2,0.0,Animal_Land_Solid_Small
2117,2327,wf8bf1c3,3,Object_Sea_Solid_Small,"{""Q0"":""-2""}",-2.0,Object,Sea,Solid,Small,-2,0.0,Object_Sea_Solid_Small
2118,2328,wf8bf1c3,4,Object_Land_Solid_Small,"{""Q0"":""-1""}",-1.0,Object,Land,Solid,Small,-1,0.0,Object_Land_Solid_Small
2119,2329,wf8bf1c3,4,Object_Sea_Pattern_Small,"{""Q0"":""+2""}",2.0,Object,Sea,Pattern,Small,2,0.0,Object_Sea_Pattern_Small
2120,2330,wf8bf1c3,4,Object_Land_Pattern_Small,"{""Q0"":""+1""}",1.0,Object,Land,Pattern,Small,1,0.0,Object_Land_Pattern_Small
